user_id,product_id,category,price_tier,price,avg_rating,review_count,session_duration_seconds,time_of_day,day_of_week,is_weekend,page_views_in_session,items_in_cart,user_total_purchases,purchased,interaction_date
USER_00314,PROD_0473,Clothing,mid-range,77.62,4.2,1617,425,17,3,0,10,1,32,0,2024-08-01
USER_00695,PROD_0050,Electronics,luxury,865.62,4.7,205,113,15,0,0,19,1,2,0,2024-10-28
USER_00080,PROD_0162,Home & Kitchen,mid-range,97.58,3.5,1769,416,10,3,0,17,5,19,0,2024-02-01
USER_00996,PROD_0335,Books,luxury,976.39,4.6,1645,281,1,1,0,19,3,21,0,2024-08-27
USER_00448,PROD_0317,Toys,premium,235.78,3.1,1297,259,21,4,0,19,4,45,0,2024-05-31
USER_00569,PROD_0161,Toys,budget,19.35,3.9,907,565,17,3,0,17,3,23,1,2024-01-04
USER_00677,PROD_0478,Books,luxury,866.08,3.9,1056,307,19,1,0,1,0,17,0,2024-10-15
USER_00268,PROD_0234,Sports,premium,249.31,3.7,240,597,11,5,1,20,1,7,0,2024-11-09
USER_00103,PROD_0135,Beauty,budget,24.44,3.3,642,232,9,3,0,20,5,11,1,2024-11-28
USER_00638,PROD_0480,Toys,premium,244.66,3.8,1677,143,13,4,0,19,5,9,0,2024-05-10
USER_00257,PROD_0256,Electronics,mid-range,31.04,4.6,492,14,13,0,0,13,1,43,0,2024-06-17
USER_00515,PROD_0462,Clothing,mid-range,72.77,4.3,835,529,18,2,0,10,2,33,0,2024-10-30
USER_00958,PROD_0337,Toys,premium,210.91,3.2,1737,501,18,4,0,1,4,50,0,2024-05-17
USER_00332,PROD_0074,Toys,mid-range,74.6,3.5,1523,160,13,6,1,13,2,34,0,2024-05-12
USER_00114,PROD_0182,Books,budget,24.08,3.4,1067,379,6,6,1,18,0,38,0,2024-11-10
USER_00401,PROD_0309,Sports,budget,6.42,4.7,162,583,1,1,0,11,2,22,0,2024-04-09
USER_00918,PROD_0262,Sports,luxury,598.39,3.2,1463,321,11,5,1,3,5,9,1,2024-07-20
USER_00101,PROD_0452,Home & Kitchen,premium,229.18,4.8,188,381,15,4,0,4,5,46,1,2024-05-03
USER_00785,PROD_0143,Clothing,luxury,423.3,4.0,1337,95,21,3,0,4,4,45,0,2024-07-11
USER_00974,PROD_0155,Home & Kitchen,mid-range,38.45,3.4,249,259,21,1,0,14,0,22,0,2024-05-14
USER_00802,PROD_0073,Beauty,luxury,880.54,3.1,688,376,19,3,0,9,4,18,0,2024-02-22
USER_00360,PROD_0261,Books,premium,191.61,4.9,129,86,16,3,0,3,1,13,1,2024-07-11
USER_00822,PROD_0455,Electronics,luxury,851.57,3.4,1538,565,21,1,0,9,0,42,0,2024-05-14
USER_00735,PROD_0214,Electronics,budget,16.09,4.4,1855,299,8,0,0,2,5,34,1,2024-02-05
USER_00328,PROD_0423,Toys,luxury,663.53,3.3,1834,343,12,4,0,8,0,29,0,2024-02-09
USER_00046,PROD_0308,Home & Kitchen,budget,13.8,3.1,950,459,10,1,0,15,4,12,0,2024-08-06
USER_00933,PROD_0320,Books,mid-range,53.34,4.2,294,317,20,5,1,2,2,8,0,2024-03-09
USER_00591,PROD_0124,Beauty,mid-range,88.84,4.8,1279,142,20,5,1,3,2,39,0,2024-11-02
USER_00480,PROD_0247,Home & Kitchen,budget,22.26,3.4,915,198,6,1,0,6,5,33,0,2024-11-12
USER_00062,PROD_0489,Beauty,luxury,672.35,4.6,511,177,14,1,0,8,2,16,1,2024-12-31
USER_00811,PROD_0075,Sports,luxury,692.63,3.2,1940,31,22,6,1,12,1,22,0,2024-03-31
USER_00857,PROD_0361,Electronics,premium,286.67,4.0,1674,234,12,0,0,19,4,29,0,2024-06-10
USER_00505,PROD_0256,Electronics,mid-range,31.04,4.6,492,247,9,4,0,2,0,47,0,2024-02-23
USER_00756,PROD_0458,Beauty,luxury,922.48,3.3,1037,172,12,2,0,9,1,15,0,2024-07-03
USER_00018,PROD_0483,Electronics,luxury,322.21,3.8,1579,176,2,3,0,11,3,27,0,2024-08-22
USER_00026,PROD_0009,Books,premium,261.43,4.5,1103,47,7,6,1,9,2,24,0,2024-09-22
USER_00366,PROD_0017,Beauty,mid-range,77.92,4.7,1594,401,15,2,0,16,3,42,0,2024-04-17
USER_00298,PROD_0343,Beauty,premium,258.28,3.3,592,420,16,5,1,17,3,41,0,2024-10-19
USER_00137,PROD_0318,Beauty,premium,113.18,3.2,1394,595,2,3,0,3,1,25,0,2024-05-30
USER_00032,PROD_0033,Books,budget,19.97,4.0,234,466,18,6,1,5,3,19,0,2024-05-19
USER_00531,PROD_0091,Toys,premium,187.28,5.0,241,128,2,2,0,17,3,12,0,2024-05-22
USER_00572,PROD_0303,Toys,mid-range,46.54,3.3,409,105,0,5,1,14,1,22,1,2024-02-17
USER_00390,PROD_0049,Clothing,luxury,428.44,3.9,1795,383,1,6,1,20,0,39,0,2024-05-19
USER_00285,PROD_0004,Books,budget,19.03,4.4,1441,473,20,5,1,14,0,22,1,2024-11-30
USER_00535,PROD_0154,Beauty,premium,170.36,3.9,632,167,8,5,1,13,3,32,0,2024-10-12
USER_00364,PROD_0428,Books,premium,259.35,4.5,1414,511,17,0,0,18,3,37,0,2024-04-29
USER_00495,PROD_0160,Beauty,mid-range,74.65,4.5,215,50,5,5,1,13,5,20,1,2024-04-13
USER_00488,PROD_0245,Books,luxury,711.14,4.5,1818,301,8,5,1,7,5,13,1,2024-11-23
USER_00224,PROD_0458,Beauty,luxury,922.48,3.3,1037,539,23,2,0,5,3,30,0,2024-11-06
USER_00449,PROD_0444,Clothing,premium,108.41,4.9,166,96,14,5,1,12,2,48,1,2024-02-03
USER_00831,PROD_0113,Beauty,premium,253.16,4.0,1288,210,21,4,0,19,0,0,0,2024-11-22
USER_00828,PROD_0441,Home & Kitchen,luxury,544.16,4.9,1633,467,4,3,0,15,1,4,0,2024-07-25
USER_00932,PROD_0158,Clothing,premium,135.89,3.0,1098,313,16,3,0,2,2,45,0,2024-06-27
USER_00222,PROD_0327,Electronics,premium,268.89,3.2,1583,326,14,0,0,19,1,9,0,2024-09-30
USER_00100,PROD_0024,Sports,budget,23.89,4.7,318,205,17,6,1,12,5,14,1,2024-09-29
USER_00021,PROD_0153,Home & Kitchen,premium,194.65,4.1,876,454,10,2,0,4,0,28,0,2024-07-17
USER_00947,PROD_0399,Toys,budget,7.03,4.9,1584,372,18,3,0,3,1,13,1,2024-12-05
USER_00391,PROD_0099,Books,premium,193.0,3.9,442,362,10,0,0,11,5,12,0,2024-11-11
USER_00985,PROD_0340,Clothing,luxury,919.24,4.9,854,32,3,6,1,11,1,41,1,2024-04-14
USER_00646,PROD_0144,Home & Kitchen,luxury,625.41,4.7,1218,410,14,1,0,10,3,30,1,2024-05-28
USER_00854,PROD_0376,Books,mid-range,77.53,4.9,766,554,2,1,0,10,4,14,0,2024-10-29
USER_00112,PROD_0412,Home & Kitchen,luxury,316.22,4.9,1040,454,6,6,1,7,3,44,0,2024-10-06
USER_00872,PROD_0292,Electronics,luxury,822.91,3.4,783,364,11,1,0,7,1,1,0,2024-08-27
USER_00529,PROD_0048,Toys,budget,11.22,3.4,923,58,8,1,0,17,0,26,0,2024-08-06
USER_00822,PROD_0102,Home & Kitchen,budget,25.46,4.5,1382,103,3,5,1,18,2,8,0,2024-09-07
USER_00209,PROD_0256,Electronics,mid-range,31.04,4.6,492,551,22,2,0,18,4,4,1,2024-05-29
USER_00019,PROD_0214,Electronics,budget,16.09,4.4,1855,513,9,6,1,20,4,42,1,2024-09-22
USER_00474,PROD_0296,Sports,luxury,796.65,3.8,240,119,0,6,1,16,1,33,0,2024-04-21
USER_00633,PROD_0075,Sports,luxury,692.63,3.2,1940,285,17,1,0,8,2,19,0,2024-07-16
USER_00565,PROD_0262,Sports,luxury,598.39,3.2,1463,570,17,6,1,19,0,45,0,2024-08-18
USER_00954,PROD_0228,Clothing,premium,235.55,4.4,1355,23,13,2,0,20,4,36,0,2024-07-24
USER_00035,PROD_0259,Sports,premium,202.65,3.2,1036,133,17,6,1,16,0,36,0,2024-02-18
USER_00315,PROD_0334,Books,luxury,623.18,3.6,787,512,2,3,0,15,1,45,0,2024-10-24
USER_00127,PROD_0326,Toys,luxury,434.4,5.0,322,361,22,5,1,1,3,11,0,2024-06-29
USER_00191,PROD_0244,Sports,premium,234.1,4.5,1942,24,22,6,1,1,5,2,0,2024-05-19
USER_00339,PROD_0391,Sports,luxury,776.08,3.7,1803,258,12,4,0,17,4,12,0,2024-06-28
USER_00486,PROD_0371,Home & Kitchen,luxury,492.19,5.0,1946,214,18,4,0,10,2,10,0,2024-01-26
USER_00017,PROD_0278,Toys,luxury,891.61,4.9,1681,531,3,6,1,3,3,43,1,2024-11-24
USER_00052,PROD_0236,Beauty,luxury,977.09,4.6,754,71,5,5,1,11,5,43,1,2024-11-02
USER_00118,PROD_0368,Sports,mid-range,68.18,3.6,168,355,12,2,0,7,1,15,0,2024-04-03
USER_00031,PROD_0448,Clothing,mid-range,33.67,3.8,1474,161,7,1,0,1,1,31,0,2024-03-19
USER_00006,PROD_0218,Sports,mid-range,64.84,4.2,480,80,3,2,0,9,2,25,1,2024-05-15
USER_00217,PROD_0487,Books,luxury,670.19,4.5,461,91,15,3,0,16,2,2,0,2024-06-27
USER_00894,PROD_0342,Home & Kitchen,mid-range,31.97,4.9,1723,437,7,4,0,12,5,49,0,2024-09-27
USER_00625,PROD_0364,Home & Kitchen,premium,124.9,3.7,1826,398,11,0,0,5,4,24,1,2024-07-15
USER_00575,PROD_0239,Home & Kitchen,budget,21.87,3.9,1273,579,17,6,1,1,2,39,0,2024-07-21
USER_00433,PROD_0012,Beauty,mid-range,84.11,5.0,1756,79,21,2,0,6,4,22,0,2024-01-24
USER_00314,PROD_0183,Beauty,luxury,941.25,3.4,1203,128,17,1,0,4,3,14,0,2024-05-07
USER_00445,PROD_0446,Clothing,premium,286.6,4.4,286,523,3,2,0,10,5,9,1,2024-09-11
USER_00334,PROD_0272,Books,budget,19.66,4.1,680,294,20,6,1,3,4,43,0,2024-08-18
USER_00996,PROD_0365,Sports,luxury,926.25,3.8,1999,97,22,3,0,7,2,10,0,2024-07-25
USER_00150,PROD_0104,Clothing,luxury,727.89,4.5,937,408,0,0,0,18,1,50,1,2024-11-18
USER_00305,PROD_0272,Books,budget,19.66,4.1,680,88,10,2,0,18,4,25,0,2024-05-01
USER_00588,PROD_0435,Beauty,mid-range,66.31,4.1,1361,317,13,4,0,14,5,29,1,2024-06-07
USER_00783,PROD_0456,Toys,premium,275.35,3.0,1168,175,10,2,0,7,5,27,0,2024-03-06
USER_00207,PROD_0371,Home & Kitchen,luxury,492.19,5.0,1946,53,21,3,0,15,1,7,0,2024-10-03
USER_00613,PROD_0072,Sports,premium,281.07,4.7,194,329,9,1,0,20,0,31,1,2024-11-12
USER_00781,PROD_0333,Toys,luxury,932.78,3.4,1394,587,12,3,0,20,3,18,0,2024-01-25
USER_00393,PROD_0085,Sports,premium,161.04,4.6,471,238,2,4,0,3,1,5,0,2024-07-05
USER_00005,PROD_0230,Electronics,premium,257.72,3.1,752,102,9,1,0,10,0,43,0,2024-05-28
USER_00819,PROD_0398,Beauty,premium,268.51,4.1,1695,25,6,3,0,12,2,19,0,2024-12-19
USER_00717,PROD_0358,Toys,mid-range,88.13,4.4,1429,523,16,6,1,4,5,3,0,2024-06-23
USER_00720,PROD_0113,Beauty,premium,253.16,4.0,1288,534,9,5,1,7,4,21,0,2024-07-06
USER_00464,PROD_0226,Toys,budget,27.77,4.5,1710,394,5,6,1,14,0,43,1,2024-01-07
USER_00942,PROD_0290,Sports,budget,5.19,3.6,437,282,11,1,0,17,0,25,0,2024-02-13
USER_00325,PROD_0209,Beauty,mid-range,35.24,4.6,547,573,13,3,0,2,3,35,0,2024-07-25
USER_00009,PROD_0134,Home & Kitchen,premium,133.56,4.2,1536,127,10,2,0,15,3,0,1,2024-05-08
USER_00605,PROD_0035,Electronics,budget,23.3,4.6,1562,71,20,2,0,10,0,46,1,2024-11-27
USER_00153,PROD_0254,Clothing,budget,11.93,5.0,271,136,16,3,0,15,2,21,0,2024-05-09
USER_00789,PROD_0465,Clothing,budget,11.52,3.5,1548,156,6,4,0,14,5,36,0,2024-10-04
USER_00401,PROD_0030,Beauty,premium,294.38,4.5,1044,509,7,0,0,10,3,15,1,2024-09-02
USER_00958,PROD_0015,Beauty,budget,20.23,3.3,1498,15,6,3,0,10,1,4,0,2024-11-14
USER_00689,PROD_0228,Clothing,premium,235.55,4.4,1355,559,4,5,1,14,0,29,0,2024-01-06
USER_00162,PROD_0127,Clothing,budget,11.5,3.7,936,223,20,4,0,17,3,17,0,2024-11-08
USER_00631,PROD_0041,Clothing,mid-range,30.5,4.4,125,476,6,2,0,20,3,48,0,2024-12-04
USER_00213,PROD_0149,Home & Kitchen,premium,211.16,4.0,396,286,4,2,0,18,0,34,0,2024-07-31
USER_00766,PROD_0112,Clothing,luxury,615.05,4.5,1725,349,8,4,0,13,0,27,0,2024-04-26
USER_00462,PROD_0232,Sports,mid-range,44.06,4.6,1799,535,12,2,0,16,3,36,1,2024-01-17
USER_00248,PROD_0484,Clothing,luxury,562.12,4.8,923,310,0,4,0,12,4,41,0,2024-11-22
USER_00274,PROD_0206,Beauty,mid-range,64.67,3.1,1033,555,12,0,0,4,3,5,0,2024-01-15
USER_00628,PROD_0344,Toys,luxury,787.25,3.3,1449,341,3,6,1,10,3,41,0,2024-09-01
USER_00180,PROD_0082,Home & Kitchen,luxury,861.56,4.7,1665,522,21,0,0,20,0,24,1,2024-09-02
USER_00117,PROD_0007,Home & Kitchen,premium,131.1,4.9,694,543,5,5,1,14,0,16,1,2024-11-23
USER_00400,PROD_0071,Home & Kitchen,mid-range,78.12,4.7,1040,574,18,2,0,11,4,39,0,2024-07-03
USER_00737,PROD_0268,Home & Kitchen,luxury,579.11,4.5,645,401,16,3,0,8,2,37,0,2024-09-05
USER_00894,PROD_0071,Home & Kitchen,mid-range,78.12,4.7,1040,457,5,0,0,12,4,49,0,2024-10-07
USER_00435,PROD_0374,Beauty,luxury,324.36,3.1,1599,353,17,6,1,12,2,47,0,2024-03-10
USER_00931,PROD_0062,Home & Kitchen,mid-range,48.59,3.3,1326,182,8,5,1,12,3,36,0,2024-10-12
USER_00759,PROD_0161,Toys,budget,19.35,3.9,907,270,8,3,0,15,1,10,0,2024-02-22
USER_00262,PROD_0424,Books,mid-range,52.96,4.2,337,502,23,0,0,16,1,37,0,2024-12-09
USER_00368,PROD_0357,Toys,premium,126.68,3.7,698,582,1,2,0,8,0,21,1,2024-04-17
USER_00432,PROD_0076,Beauty,mid-range,68.19,4.7,1197,449,21,6,1,4,1,19,1,2024-08-18
USER_00677,PROD_0008,Electronics,budget,14.5,3.7,709,159,20,3,0,19,5,20,0,2024-06-20
USER_00967,PROD_0420,Electronics,mid-range,98.26,3.8,1632,366,5,4,0,8,3,11,0,2024-02-23
USER_00092,PROD_0270,Beauty,luxury,346.99,4.7,195,181,23,2,0,8,2,21,1,2024-08-07
USER_00454,PROD_0043,Books,mid-range,49.49,4.0,1109,473,20,0,0,11,2,13,0,2024-01-22
USER_00615,PROD_0218,Sports,mid-range,64.84,4.2,480,499,13,1,0,6,5,20,0,2024-12-17
USER_00652,PROD_0240,Books,premium,283.05,3.4,134,131,7,6,1,13,2,29,0,2024-02-04
USER_00399,PROD_0361,Electronics,premium,286.67,4.0,1674,302,2,0,0,3,2,36,0,2024-01-29
USER_00234,PROD_0144,Home & Kitchen,luxury,625.41,4.7,1218,100,11,4,0,19,1,44,1,2024-12-13
USER_00928,PROD_0411,Toys,mid-range,64.88,4.0,1026,484,10,3,0,2,1,33,0,2024-06-06
USER_00603,PROD_0201,Books,luxury,905.68,3.9,996,483,11,4,0,8,5,35,0,2024-08-16
USER_00100,PROD_0128,Home & Kitchen,premium,252.25,3.8,1545,79,7,3,0,17,3,19,0,2024-02-08
USER_00146,PROD_0225,Electronics,luxury,492.14,4.1,1409,240,4,0,0,20,2,0,0,2024-03-18
USER_00388,PROD_0006,Toys,budget,23.97,3.3,870,375,19,1,0,18,2,38,0,2024-11-05
USER_00714,PROD_0149,Home & Kitchen,premium,211.16,4.0,396,292,0,2,0,6,3,0,0,2024-05-15
USER_00893,PROD_0410,Toys,premium,286.75,4.4,393,94,4,4,0,6,0,3,0,2024-04-12
USER_00671,PROD_0163,Sports,budget,25.55,3.8,156,242,10,3,0,6,5,44,0,2024-06-06
USER_00481,PROD_0362,Books,luxury,477.32,4.5,396,84,4,5,1,2,4,36,0,2024-06-29
USER_00747,PROD_0086,Clothing,budget,21.5,3.8,575,538,15,6,1,9,2,8,1,2024-08-04
USER_00627,PROD_0073,Beauty,luxury,880.54,3.1,688,71,7,5,1,14,4,39,0,2024-06-22
USER_00158,PROD_0138,Beauty,mid-range,37.13,4.5,1746,66,12,0,0,20,3,6,1,2024-06-17
USER_00681,PROD_0034,Home & Kitchen,premium,147.89,3.5,1166,299,15,2,0,20,2,0,0,2024-10-02
USER_00823,PROD_0274,Toys,luxury,907.66,4.4,1988,433,19,1,0,4,1,45,0,2024-08-27
USER_00123,PROD_0129,Toys,luxury,476.59,3.2,44,201,14,4,0,7,5,26,0,2024-06-07
USER_00670,PROD_0328,Books,budget,21.55,4.8,1270,132,1,6,1,7,2,0,0,2024-01-21
USER_00121,PROD_0118,Electronics,mid-range,88.3,3.8,1581,573,16,2,0,18,0,22,1,2024-03-27
USER_00346,PROD_0083,Clothing,premium,131.84,4.4,788,108,11,5,1,19,0,27,1,2024-09-28
USER_00370,PROD_0009,Books,premium,261.43,4.5,1103,403,2,4,0,14,0,23,0,2024-09-27
USER_00710,PROD_0187,Toys,budget,16.37,3.6,667,53,15,0,0,18,4,6,0,2024-08-12
USER_00406,PROD_0476,Clothing,mid-range,41.52,4.7,909,366,2,4,0,14,4,32,0,2024-11-08
USER_00778,PROD_0119,Books,budget,26.42,4.5,784,599,21,1,0,19,1,9,1,2024-12-10
USER_00099,PROD_0459,Sports,premium,138.56,3.2,337,559,13,0,0,14,0,40,0,2024-06-17
USER_00386,PROD_0041,Clothing,mid-range,30.5,4.4,125,332,15,5,1,17,2,47,0,2024-03-30
USER_00497,PROD_0206,Beauty,mid-range,64.67,3.1,1033,331,1,2,0,9,4,26,1,2024-02-21
USER_00548,PROD_0382,Sports,mid-range,92.91,3.9,184,312,1,0,0,9,0,40,0,2024-05-13
USER_00920,PROD_0131,Electronics,budget,23.86,4.9,413,12,3,3,0,18,4,32,0,2024-05-16
USER_00065,PROD_0376,Books,mid-range,77.53,4.9,766,65,5,4,0,3,4,11,0,2024-06-21
USER_00751,PROD_0251,Books,budget,6.26,3.7,262,562,20,0,0,17,3,39,1,2024-09-30
USER_00872,PROD_0363,Home & Kitchen,premium,272.43,3.1,1347,46,10,3,0,5,4,16,0,2024-01-18
USER_00998,PROD_0239,Home & Kitchen,budget,21.87,3.9,1273,274,7,5,1,1,5,48,1,2024-07-27
USER_00551,PROD_0114,Clothing,premium,187.97,4.4,485,514,17,2,0,8,1,19,0,2024-10-02
USER_00228,PROD_0042,Clothing,budget,27.64,4.7,150,35,2,2,0,4,5,8,0,2024-01-17
USER_00347,PROD_0417,Electronics,luxury,335.81,4.1,747,107,23,0,0,12,4,27,0,2024-05-06
USER_00719,PROD_0441,Home & Kitchen,luxury,544.16,4.9,1633,576,9,5,1,13,0,46,1,2024-08-24
USER_00001,PROD_0228,Clothing,premium,235.55,4.4,1355,482,6,6,1,18,4,30,1,2024-01-28
USER_00097,PROD_0227,Home & Kitchen,mid-range,72.49,3.7,1308,237,10,2,0,12,4,47,0,2024-02-28
USER_00448,PROD_0143,Clothing,luxury,423.3,4.0,1337,21,9,0,0,12,3,49,0,2024-08-26
USER_00723,PROD_0010,Electronics,luxury,355.16,3.6,1292,327,21,3,0,4,5,49,0,2024-06-20
USER_00711,PROD_0003,Books,luxury,322.25,3.2,481,275,4,5,1,8,5,31,0,2024-11-16
USER_00389,PROD_0005,Books,luxury,454.31,4.2,1662,251,0,2,0,20,2,44,0,2024-07-31
USER_00970,PROD_0481,Electronics,mid-range,70.48,3.1,710,84,2,2,0,4,0,21,0,2024-08-07
USER_00793,PROD_0283,Electronics,budget,23.65,3.4,864,221,17,3,0,13,0,34,0,2024-04-11
USER_00523,PROD_0147,Beauty,luxury,535.48,4.0,670,553,13,6,1,5,2,30,1,2024-12-08
USER_00176,PROD_0034,Home & Kitchen,premium,147.89,3.5,1166,20,4,4,0,4,0,35,0,2024-06-07
USER_00454,PROD_0049,Clothing,luxury,428.44,3.9,1795,179,17,1,0,19,1,14,0,2024-05-21
USER_00722,PROD_0100,Books,luxury,855.61,4.9,1512,181,9,6,1,5,3,16,1,2024-09-15
USER_00769,PROD_0168,Books,budget,20.24,4.5,1945,540,15,3,0,18,4,22,0,2024-11-21
USER_00132,PROD_0436,Sports,luxury,519.63,3.3,1873,105,4,5,1,9,1,25,0,2024-12-07
USER_00968,PROD_0217,Beauty,mid-range,41.9,3.2,1788,35,0,3,0,2,3,50,0,2024-10-10
USER_00944,PROD_0164,Books,budget,8.79,4.6,1948,164,13,3,0,8,0,6,0,2024-10-03
USER_00631,PROD_0404,Sports,luxury,638.98,3.4,1247,374,19,1,0,19,3,15,0,2024-01-30
USER_00519,PROD_0464,Electronics,mid-range,98.72,4.0,1921,405,23,4,0,7,2,28,0,2024-08-30
USER_00392,PROD_0122,Books,mid-range,64.18,3.5,999,54,17,6,1,18,4,48,0,2024-10-20
USER_00083,PROD_0077,Books,mid-range,60.09,3.1,751,316,19,4,0,8,0,18,0,2024-09-06
USER_00688,PROD_0472,Sports,luxury,830.15,4.6,1695,101,20,0,0,11,4,8,1,2024-11-04
USER_00840,PROD_0069,Beauty,budget,28.47,3.3,241,580,19,2,0,1,4,38,0,2024-07-03
USER_00753,PROD_0451,Sports,luxury,755.38,4.5,593,416,18,5,1,8,5,8,0,2024-03-30
USER_00935,PROD_0003,Books,luxury,322.25,3.2,481,184,6,2,0,8,5,31,0,2024-01-17
USER_00062,PROD_0072,Sports,premium,281.07,4.7,194,447,8,6,1,14,4,21,0,2024-09-01
USER_00219,PROD_0334,Books,luxury,623.18,3.6,787,511,7,6,1,19,2,17,0,2024-06-23
USER_00707,PROD_0319,Sports,premium,150.4,4.7,1980,232,4,6,1,19,4,40,1,2024-08-04
USER_00028,PROD_0193,Clothing,mid-range,51.75,3.0,840,535,15,1,0,9,0,33,0,2024-09-10
USER_00031,PROD_0496,Toys,premium,215.49,4.5,1681,596,14,5,1,11,3,31,1,2024-09-07
USER_00560,PROD_0229,Beauty,mid-range,73.98,4.8,1328,164,19,6,1,4,2,20,0,2024-02-18
USER_00851,PROD_0147,Beauty,luxury,535.48,4.0,670,460,5,1,0,7,4,12,0,2024-08-27
USER_00566,PROD_0412,Home & Kitchen,luxury,316.22,4.9,1040,581,16,1,0,8,5,1,0,2024-06-04
USER_00238,PROD_0228,Clothing,premium,235.55,4.4,1355,496,13,4,0,9,5,42,0,2024-08-23
USER_00010,PROD_0309,Sports,budget,6.42,4.7,162,491,7,0,0,4,3,4,1,2024-07-29
USER_00911,PROD_0041,Clothing,mid-range,30.5,4.4,125,198,14,3,0,14,1,40,0,2024-07-25
USER_00769,PROD_0240,Books,premium,283.05,3.4,134,136,17,3,0,13,4,41,0,2024-05-16
USER_00786,PROD_0168,Books,budget,20.24,4.5,1945,416,8,4,0,15,0,18,0,2024-05-03
USER_00910,PROD_0019,Home & Kitchen,budget,10.27,4.9,1799,557,8,4,0,4,2,46,1,2024-01-19
USER_00502,PROD_0312,Clothing,premium,221.0,4.0,1966,74,19,2,0,14,0,15,0,2024-11-27
USER_00425,PROD_0466,Home & Kitchen,premium,160.39,4.4,28,282,13,2,0,5,2,1,0,2024-12-25
USER_00868,PROD_0366,Clothing,luxury,784.45,3.7,1637,231,7,3,0,13,0,43,0,2024-02-08
USER_00478,PROD_0401,Books,budget,17.45,4.3,598,595,5,4,0,11,3,36,0,2024-07-19
USER_00748,PROD_0035,Electronics,budget,23.3,4.6,1562,227,5,4,0,11,0,11,1,2024-07-19
USER_00589,PROD_0399,Toys,budget,7.03,4.9,1584,403,3,3,0,6,3,20,0,2024-06-27
USER_00597,PROD_0364,Home & Kitchen,premium,124.9,3.7,1826,248,15,6,1,16,2,11,0,2024-07-21
USER_00153,PROD_0330,Toys,mid-range,80.48,3.1,751,534,12,6,1,8,5,23,0,2024-10-20
USER_00773,PROD_0122,Books,mid-range,64.18,3.5,999,403,22,2,0,5,3,41,0,2024-10-23
USER_00191,PROD_0461,Beauty,premium,258.15,4.1,1555,473,5,2,0,13,4,28,1,2024-03-13
USER_00030,PROD_0297,Sports,budget,29.15,3.3,1945,186,9,3,0,16,2,33,0,2024-07-04
USER_00022,PROD_0277,Books,premium,122.98,3.6,468,498,14,5,1,8,0,29,0,2024-05-25
USER_00758,PROD_0404,Sports,luxury,638.98,3.4,1247,20,6,5,1,12,1,46,0,2024-08-24
USER_00766,PROD_0387,Books,premium,193.48,5.0,270,305,8,5,1,4,0,9,1,2024-05-25
USER_00003,PROD_0392,Toys,mid-range,83.74,3.3,1034,587,11,2,0,7,0,9,0,2024-08-14
USER_00117,PROD_0335,Books,luxury,976.39,4.6,1645,205,23,3,0,5,3,34,0,2024-10-31
USER_00421,PROD_0221,Electronics,luxury,961.66,5.0,617,431,2,1,0,6,1,46,0,2024-01-02
USER_00593,PROD_0133,Beauty,budget,19.1,3.4,1437,207,15,4,0,19,4,9,0,2024-05-03
USER_00510,PROD_0180,Home & Kitchen,budget,7.28,4.9,1717,202,15,6,1,13,1,31,0,2024-10-20
USER_00197,PROD_0106,Clothing,mid-range,75.92,3.0,1542,565,14,5,1,15,0,48,0,2024-10-19
USER_00731,PROD_0003,Books,luxury,322.25,3.2,481,104,22,2,0,3,1,19,0,2024-10-02
USER_00071,PROD_0290,Sports,budget,5.19,3.6,437,112,9,2,0,3,1,20,0,2024-08-21
USER_00158,PROD_0303,Toys,mid-range,46.54,3.3,409,478,9,1,0,10,4,45,0,2024-09-10
USER_00227,PROD_0437,Books,premium,209.25,4.4,1781,236,8,0,0,11,0,27,0,2024-12-16
USER_00403,PROD_0339,Sports,mid-range,88.17,3.2,1869,573,3,2,0,16,0,29,0,2024-05-01
USER_00522,PROD_0423,Toys,luxury,663.53,3.3,1834,427,0,6,1,19,4,18,0,2024-05-05
USER_00066,PROD_0160,Beauty,mid-range,74.65,4.5,215,58,6,2,0,19,2,15,0,2024-09-25
USER_00671,PROD_0135,Beauty,budget,24.44,3.3,642,513,4,2,0,2,4,48,0,2024-02-28
USER_00367,PROD_0262,Sports,luxury,598.39,3.2,1463,315,8,4,0,7,4,2,0,2024-06-28
USER_00524,PROD_0220,Toys,luxury,930.85,4.4,328,184,13,4,0,2,2,29,0,2024-03-15
USER_00042,PROD_0049,Clothing,luxury,428.44,3.9,1795,384,12,2,0,13,1,37,0,2024-02-21
USER_00474,PROD_0215,Electronics,budget,13.11,3.1,739,302,18,2,0,7,0,14,0,2024-06-19
USER_00752,PROD_0475,Books,budget,6.54,4.1,1040,79,22,3,0,20,2,9,0,2024-10-03
USER_00806,PROD_0024,Sports,budget,23.89,4.7,318,92,17,6,1,8,2,40,1,2024-09-15
USER_00245,PROD_0454,Electronics,mid-range,59.25,4.7,1917,152,20,3,0,16,2,45,0,2024-01-18
USER_00837,PROD_0178,Sports,premium,200.09,4.0,169,435,2,6,1,5,2,22,0,2024-10-06
USER_00647,PROD_0413,Sports,mid-range,45.06,3.7,108,333,16,5,1,15,3,19,0,2024-09-28
USER_00811,PROD_0271,Sports,budget,23.61,3.7,271,507,7,6,1,14,4,45,0,2024-09-01
